locus_tag	ftype	gene	EC_number	product
BDKBJLID_00305	gene			
BDKBJLID_00306	CDS			hypothetical protein
	sig_peptide			putative signal peptide
BDKBJLID_00306	gene			
BDKBJLID_00307	CDS			putative fusaric acid resistance protein
BDKBJLID_00307	gene			
BDKBJLID_00308	CDS			membrane protein
BDKBJLID_00308	gene			
BDKBJLID_00309	CDS			EmrA, multidrug resistance efflux pump
BDKBJLID_00309	gene			
BDKBJLID_00310	CDS			hypothetical protein
BDKBJLID_00310	gene			
BDKBJLID_00311	CDS	phr		deoxyribodipyrimidine photolyase
BDKBJLID_00311	gene	phr		
BDKBJLID_00312	CDS			voltage-gated potassium channel
BDKBJLID_00312	gene			
BDKBJLID_00313	CDS			pirin-related protein
BDKBJLID_00313	gene			
BDKBJLID_00314	CDS			putative outer membrane lipoprotein
BDKBJLID_00314	gene			
BDKBJLID_00315	tRNA			tRNA-Gly(gcc)
BDKBJLID_00315	gene			
BDKBJLID_00316	CDS			Helix-turn-helix domain protein
BDKBJLID_00316	gene			
BDKBJLID_00317	CDS			hypothetical protein
BDKBJLID_00317	gene			
BDKBJLID_00318	CDS			hypothetical protein
BDKBJLID_00318	gene			
BDKBJLID_00319	CDS			AAA domain-containing protein
BDKBJLID_00319	gene			
BDKBJLID_00320	CDS			plasmid and phage iteron-binding protein
BDKBJLID_00320	gene			
BDKBJLID_00321	CDS			transposase
BDKBJLID_00321	gene			
BDKBJLID_00322	CDS			Cupin domain-containing protein
BDKBJLID_00322	gene			
BDKBJLID_00323	CDS			hypothetical protein
BDKBJLID_00323	gene			
BDKBJLID_00324	CDS			hypothetical protein
BDKBJLID_00324	gene			
BDKBJLID_00325	CDS			hypothetical protein
BDKBJLID_00325	gene			
BDKBJLID_00326	CDS			hypothetical protein
BDKBJLID_00326	gene			
BDKBJLID_00327	CDS			hypothetical protein
BDKBJLID_00327	gene			
BDKBJLID_00328	CDS			hypothetical protein
BDKBJLID_00328	gene			
BDKBJLID_00329	CDS			Type IV secretion-system coupling protein DNA-binding domain-containing protein
BDKBJLID_00329	gene			
BDKBJLID_00330	CDS			hypothetical protein
BDKBJLID_00330	gene			
BDKBJLID_00331	CDS			conjugative relaxase domain-containing protein, TrwC/TraI family
BDKBJLID_00331	gene			
BDKBJLID_00332	CDS			hypothetical protein
BDKBJLID_00332	gene			
BDKBJLID_00333	CDS			lipoprotein
BDKBJLID_00333	gene			
BDKBJLID_00334	CDS			heavy metal efflux pump, CzcA family
BDKBJLID_00334	gene			
BDKBJLID_00335	CDS			heavy metal efflux pump, CzcA family
BDKBJLID_00335	gene			
BDKBJLID_00336	CDS			RND family efflux transporter, MFP subunit
BDKBJLID_00336	gene			
BDKBJLID_00337	CDS			outer membrane protein, cobalt-zinc-cadmium efflux system
BDKBJLID_00337	gene			
BDKBJLID_00338	CDS			hypothetical protein
BDKBJLID_00338	gene			
BDKBJLID_00339	CDS			hypothetical protein
BDKBJLID_00339	gene			
BDKBJLID_00340	CDS			DNA-binding transcriptional regulator, ArsR family
BDKBJLID_00340	gene			
BDKBJLID_00341	CDS			cobalt-zinc-cadmium efflux system protein
BDKBJLID_00341	gene			
BDKBJLID_00342	CDS			Sugar phosphate permease
BDKBJLID_00342	gene			
BDKBJLID_00343	CDS			hypothetical protein
BDKBJLID_00343	gene			
BDKBJLID_00344	CDS			hypothetical protein
BDKBJLID_00344	gene			
BDKBJLID_00345	CDS			hypothetical protein
BDKBJLID_00345	gene			
	sig_peptide			putative signal peptide
BDKBJLID_00346	CDS			Cu and Ag efflux protein CusF
BDKBJLID_00346	gene			
BDKBJLID_00347	CDS			hypothetical protein
BDKBJLID_00347	gene			
BDKBJLID_00348	CDS		3.6.3.54	Cu+-exporting ATPase
BDKBJLID_00348	gene			
BDKBJLID_00349	CDS			HD domain-containing protein
BDKBJLID_00349	gene			
BDKBJLID_00350	CDS			hypothetical protein
BDKBJLID_00350	gene			
BDKBJLID_00351	CDS			hypothetical protein
BDKBJLID_00351	gene			
BDKBJLID_00352	CDS			small multidrug resistance family-3 protein
BDKBJLID_00352	gene			
BDKBJLID_00353	CDS			Site-specific recombinase XerD
BDKBJLID_00353	gene			
BDKBJLID_00354	CDS			ParE toxin of type II toxin-antitoxin system, parDE
BDKBJLID_00354	gene			
BDKBJLID_00355	CDS			putative addiction module component
BDKBJLID_00355	gene			
BDKBJLID_00356	CDS			Site-specific recombinase XerD
BDKBJLID_00356	gene			
BDKBJLID_00357	CDS			hypothetical protein
BDKBJLID_00357	gene			
BDKBJLID_00358	CDS			outer membrane receptor for Fe3+-dicitrate
	sig_peptide			putative signal peptide
BDKBJLID_00358	gene			
BDKBJLID_00359	CDS			MotA/TolQ/ExbB proton channel
BDKBJLID_00359	gene			
BDKBJLID_00360	CDS			biopolymer transport protein(ExbD)
BDKBJLID_00360	gene			
BDKBJLID_00361	CDS			putative TonB-like protein
BDKBJLID_00361	gene			
BDKBJLID_00362	CDS			hypothetical protein
BDKBJLID_00362	gene			
BDKBJLID_00363	CDS	ompR1		putative two component transcriptional regulator, winged helix family
BDKBJLID_00363	gene	ompR1		
BDKBJLID_00364	CDS			hypothetical protein
BDKBJLID_00364	gene			
BDKBJLID_00365	CDS	recD		exodeoxyribonuclease V, alpha subunit
BDKBJLID_00365	gene	recD		
BDKBJLID_00366	CDS	recB	3.1.11.5	DNA helicase/exodeoxyribonuclease V, beta subunit
BDKBJLID_00366	gene	recB		
BDKBJLID_00367	CDS			putative exodeoxyribonuclease V, gamma subunit
BDKBJLID_00367	gene			
BDKBJLID_00368	CDS			alcohol dehydrogenase
BDKBJLID_00368	gene			
BDKBJLID_00369	CDS			MarR family transcriptional regulator
BDKBJLID_00369	gene			
BDKBJLID_00370	CDS			RND efflux system, outer membrane lipoprotein (NodT)
	sig_peptide			putative signal peptide
BDKBJLID_00370	gene			
BDKBJLID_00371	CDS			RND transporter
BDKBJLID_00371	gene			
BDKBJLID_00372	CDS			secretion protein (HlyD)
BDKBJLID_00372	gene			
BDKBJLID_00373	CDS			hypothetical protein
BDKBJLID_00373	gene			
BDKBJLID_00374	CDS			putative membrane-anchored protein
BDKBJLID_00374	gene			
BDKBJLID_00375	CDS			diguanylate cyclase with GAF sensor
BDKBJLID_00375	gene			
BDKBJLID_00376	CDS			diguanylate cyclase with GAF sensor
BDKBJLID_00376	gene			
BDKBJLID_00377	tRNA			tRNA-Lys(ctt)
BDKBJLID_00377	gene			
BDKBJLID_00378	CDS			NADH ubiquinone oxidoreductase
BDKBJLID_00378	gene			
BDKBJLID_00379	CDS			NADH ubiquinone oxidoreductase
BDKBJLID_00379	gene			
BDKBJLID_00380	CDS			sugar ABC transporter substrate-binding protein
	sig_peptide			putative signal peptide
BDKBJLID_00380	gene			
BDKBJLID_00381	CDS			adenine specific DNA methylase Mod
BDKBJLID_00381	gene			
BDKBJLID_00382	CDS			competence protein (ComEC)
BDKBJLID_00382	gene			
BDKBJLID_00383	CDS			phosphomannomutase
BDKBJLID_00383	gene			
BDKBJLID_00384	CDS			putative transcriptional regulator, BadM/Rrf2 family
BDKBJLID_00384	gene			
BDKBJLID_00385	CDS			flavin oxidoreductase/NADH oxidase
BDKBJLID_00385	gene			
BDKBJLID_00386	CDS			hypothetical protein
BDKBJLID_00386	gene			
BDKBJLID_00387	CDS			OmpA family protein
BDKBJLID_00387	gene			
BDKBJLID_00388	CDS			OmpA family protein
BDKBJLID_00388	gene			
BDKBJLID_00389	CDS			hypothetical protein
BDKBJLID_00389	gene			
BDKBJLID_00390	CDS			hypothetical protein
BDKBJLID_00390	gene			
	sig_peptide			putative signal peptide
BDKBJLID_00391	CDS			peptidase C39
BDKBJLID_00391	gene			
BDKBJLID_00392	CDS			hypothetical protein
BDKBJLID_00392	gene			
BDKBJLID_00393	CDS			hypothetical protein
BDKBJLID_00393	gene			
	sig_peptide			putative signal peptide
BDKBJLID_00394	CDS			Fis family transcriptional regulator
BDKBJLID_00394	gene			
BDKBJLID_00395	CDS			cytochrome c class I
BDKBJLID_00395	gene			
	sig_peptide			putative signal peptide
BDKBJLID_00396	CDS			hypothetical protein
BDKBJLID_00396	gene			
BDKBJLID_00397	CDS			Septum formation initiator
BDKBJLID_00397	gene			
BDKBJLID_00398	CDS	eno		enolase
BDKBJLID_00398	gene	eno		
BDKBJLID_00399	CDS			cytochrome c NapC/NirT family protein
BDKBJLID_00399	gene			
BDKBJLID_00400	CDS			hypothetical protein
BDKBJLID_00400	gene			
BDKBJLID_00401	CDS			asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit
BDKBJLID_00401	gene			
BDKBJLID_00402	CDS	gatA		asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit
BDKBJLID_00402	gene	gatA		
BDKBJLID_00403	CDS			aspartate 1-decarboxylase
BDKBJLID_00403	gene			
BDKBJLID_00404	CDS	gatC		glutamyl-tRNA(Gln) amidotransferase, C subunit
BDKBJLID_00404	gene	gatC		
BDKBJLID_00405	CDS	pcrA		ATP-dependent DNA helicase, UvrD/REP family
BDKBJLID_00405	gene	pcrA		
BDKBJLID_00406	CDS			TolB protein
BDKBJLID_00406	gene			
BDKBJLID_00407	CDS			glucosamine--fructose-6-phosphate aminotransferase
BDKBJLID_00407	gene			
BDKBJLID_00408	CDS	glmU		N-acetylglucosamine-1-phosphate uridyltransferase
BDKBJLID_00408	gene	glmU		
BDKBJLID_00409	CDS			putative membrane protein
BDKBJLID_00409	gene			
BDKBJLID_00410	CDS			hypothetical protein
BDKBJLID_00410	gene			
BDKBJLID_00411	CDS			glyoxalase family protein
BDKBJLID_00411	gene			
BDKBJLID_00412	CDS			transcriptional regulator, ArsR family
BDKBJLID_00412	gene			
BDKBJLID_00413	CDS			hypothetical protein
BDKBJLID_00413	gene			
BDKBJLID_00414	CDS			NAD-dependent protein deacetylase, SIR2 family
BDKBJLID_00414	gene			
BDKBJLID_00415	CDS			cytochrome C551
BDKBJLID_00415	gene			
BDKBJLID_00416	CDS			putative membrane protein
BDKBJLID_00416	gene			
BDKBJLID_00417	CDS			MarR family transcriptional regulator
BDKBJLID_00417	gene			
BDKBJLID_00418	CDS	mtnB	4.2.1.109	methylthioribulose-1-phosphate dehydratase
BDKBJLID_00418	gene	mtnB		
BDKBJLID_00419	CDS			putative hydrolase, haloacid dehalogenase-like family
BDKBJLID_00419	gene			
BDKBJLID_00420	CDS			ribulose 1,5-bisphosphate carboxylase, large subunit
BDKBJLID_00420	gene			
BDKBJLID_00421	CDS			acireductone dioxygenase
BDKBJLID_00421	gene			
BDKBJLID_00422	CDS			putative alkyl hydroperoxide reductase
BDKBJLID_00422	gene			
BDKBJLID_00423	CDS			cytochrome c peroxidase
BDKBJLID_00423	gene			
	sig_peptide			putative signal peptide
BDKBJLID_00424	CDS			Fur family transcriptional regulator
BDKBJLID_00424	gene			
BDKBJLID_00425	CDS			hypothetical protein
BDKBJLID_00425	gene			
BDKBJLID_00426	CDS			thymidylate kinase
BDKBJLID_00426	gene			
BDKBJLID_00427	CDS			DNA polymerase III, gamma/tau subunits
BDKBJLID_00427	gene			
BDKBJLID_00428	CDS			PSP1-like protein
BDKBJLID_00428	gene			
BDKBJLID_00429	CDS			methionyl-tRNA synthetase
BDKBJLID_00429	gene			
BDKBJLID_00430	CDS			deoxyribonuclease, TatD family
BDKBJLID_00430	gene			
BDKBJLID_00431	CDS			putative acetyltransferase
BDKBJLID_00431	gene			
BDKBJLID_00432	CDS			YacP-like NYN domain protein
BDKBJLID_00432	gene			
BDKBJLID_00433	CDS			amino acid transporter
BDKBJLID_00433	gene			
BDKBJLID_00434	CDS			hypothetical protein
	sig_peptide			putative signal peptide
BDKBJLID_00434	gene			
BDKBJLID_00435	CDS			hypothetical protein
BDKBJLID_00435	gene			
BDKBJLID_00436	CDS			hypothetical protein
BDKBJLID_00436	gene			
BDKBJLID_00437	CDS			Bacterial Ig-like domain (group 3)
	sig_peptide			putative signal peptide
BDKBJLID_00437	gene			
BDKBJLID_00438	CDS			amino acid transporter
BDKBJLID_00438	gene			
BDKBJLID_00439	CDS			NADH dehydrogenase, FAD-containing subunit
BDKBJLID_00439	gene			
BDKBJLID_00440	CDS			purine-cytosine permease
BDKBJLID_00440	gene			
BDKBJLID_00441	CDS			hypothetical protein
BDKBJLID_00441	gene			
BDKBJLID_00442	CDS			hypothetical protein
BDKBJLID_00442	gene			
BDKBJLID_00443	CDS			GTP-binding protein (EngA)
BDKBJLID_00443	gene			
BDKBJLID_00444	CDS		2.7.9.2	phosphoenolpyruvate synthase
BDKBJLID_00444	gene			
BDKBJLID_00445	CDS			ATPase AAA
BDKBJLID_00445	gene			
BDKBJLID_00446	CDS			hypothetical protein
BDKBJLID_00446	gene			
BDKBJLID_00447	CDS	argA		amino-acid N-acetyltransferase
BDKBJLID_00447	gene	argA		
BDKBJLID_00448	CDS			methyl-accepting chemotaxis protein
BDKBJLID_00448	gene			
BDKBJLID_00449	CDS			SAM-dependent methyltransferase
BDKBJLID_00449	gene			
BDKBJLID_00450	CDS			serine 3-dehydrogenase
BDKBJLID_00450	gene			
BDKBJLID_00451	CDS			glucose-6-phosphate 1-dehydrogenase
BDKBJLID_00451	gene			
BDKBJLID_00452	CDS	gnd		putative 6-phosphogluconate dehydrogenase
BDKBJLID_00452	gene	gnd		
BDKBJLID_00453	tRNA			tRNA-Ala(cgc)
BDKBJLID_00453	gene			
BDKBJLID_00454	CDS	purN		folate-dependent phosphoribosylglycinamide formyl transferase PurN
BDKBJLID_00454	gene	purN		
BDKBJLID_00455	CDS			phosphoribosylformylglycinamidine cyclo-ligase
BDKBJLID_00455	gene			
BDKBJLID_00456	CDS			hypothetical protein
BDKBJLID_00456	gene			
BDKBJLID_00457	CDS			hypothetical protein
BDKBJLID_00457	gene			
BDKBJLID_00458	CDS	rnc1	3.1.26.3	ribonuclease-3
BDKBJLID_00458	gene	rnc1		
BDKBJLID_00459	CDS			3-oxoacyl-(Acyl-carrier-protein) synthase II
BDKBJLID_00459	gene			
BDKBJLID_00460	CDS	acpP		acyl carrier protein (ACP)
BDKBJLID_00460	gene	acpP		
BDKBJLID_00461	CDS		1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase
BDKBJLID_00461	gene			
BDKBJLID_00462	CDS	fabD		malonyl CoA-acyl carrier protein transacylase
BDKBJLID_00462	gene	fabD		
BDKBJLID_00463	CDS			3-oxoacyl-(acyl-carrier-protein) synthase III
BDKBJLID_00463	gene			
BDKBJLID_00464	CDS	plsX		fatty acid/phospholipid synthesis protein (PlsX)
BDKBJLID_00464	gene	plsX		
BDKBJLID_00465	CDS			ribosomal protein S32
BDKBJLID_00465	gene			
BDKBJLID_00466	CDS			hypothetical protein
BDKBJLID_00466	gene			
BDKBJLID_00467	CDS	proS		prolyl-tRNA synthetase
BDKBJLID_00467	gene	proS		
BDKBJLID_00468	CDS	ispG		enzyme involved in the deoxyxylulose pathway of isoprenoid biosynthesis
BDKBJLID_00468	gene	ispG		
BDKBJLID_00469	CDS			putative membrane-associated Zn-dependent protease 1
BDKBJLID_00469	gene			
BDKBJLID_00470	CDS			1-deoxy-D-xylulose 5-phosphate reductoisomerase
BDKBJLID_00470	gene			
BDKBJLID_00471	CDS			CDP-diglyceride synthetase
BDKBJLID_00471	gene			
BDKBJLID_00472	CDS			undecaprenyl diphosphate synthase
BDKBJLID_00472	gene			
BDKBJLID_00473	CDS			hypothetical protein
BDKBJLID_00473	gene			
BDKBJLID_00474	CDS			formyltetrahydrofolate synthetase
BDKBJLID_00474	gene			
BDKBJLID_00475	CDS			putative bacitracin resistance protein
BDKBJLID_00475	gene			
BDKBJLID_00476	CDS	tatC		Sec-independent protein secretion pathway component TatC
BDKBJLID_00476	gene	tatC		
BDKBJLID_00477	CDS			putative twin-arginine translocation protein (TatA/E)
BDKBJLID_00477	gene			
BDKBJLID_00478	CDS			hypothetical protein
BDKBJLID_00478	gene			
BDKBJLID_00479	CDS	rimI		ribosomal-protein-alanine acetyltransferase
BDKBJLID_00479	gene	rimI		
BDKBJLID_00480	CDS			putative molecular chaperon
BDKBJLID_00480	gene			
BDKBJLID_00481	CDS	radA		putative ATP-dependent serine protease
BDKBJLID_00481	gene	radA		
BDKBJLID_00482	CDS			hypothetical protein
	sig_peptide			putative signal peptide
BDKBJLID_00482	gene			
BDKBJLID_00483	CDS			putative rossmann fold nucleotide-binding protein
BDKBJLID_00483	gene			
BDKBJLID_00484	CDS			putative Zn-dependent protease
BDKBJLID_00484	gene			
BDKBJLID_00485	CDS			TldD protein
BDKBJLID_00485	gene			
BDKBJLID_00486	CDS			beta-lactamase class C protein
BDKBJLID_00486	gene			
BDKBJLID_00487	CDS			putative phytoene synthase
BDKBJLID_00487	gene			
BDKBJLID_00488	CDS			putative amine oxidase
BDKBJLID_00488	gene			
BDKBJLID_00489	CDS			putative phytoene synthase
BDKBJLID_00489	gene			
BDKBJLID_00490	CDS			amidase
BDKBJLID_00490	gene			
BDKBJLID_00491	CDS			ATPase involved in chromosome partitioning, Soj
BDKBJLID_00491	gene			
BDKBJLID_00492	CDS			hypothetical protein
BDKBJLID_00492	gene			
BDKBJLID_00493	CDS			putative LD-carboxypeptidase family protein
BDKBJLID_00493	gene			
BDKBJLID_00494	CDS			hypothetical protein
BDKBJLID_00494	gene			
BDKBJLID_00495	CDS			hypothetical protein
BDKBJLID_00495	gene			
BDKBJLID_00496	CDS			hypothetical protein
BDKBJLID_00496	gene			
BDKBJLID_00497	tRNA			tRNA-Glu(ctc)
BDKBJLID_00497	gene			
BDKBJLID_00498	CDS			putative phosphatase
BDKBJLID_00498	gene			
BDKBJLID_00499	CDS			outer membrane lipoprotein
BDKBJLID_00499	gene			
BDKBJLID_00500	CDS			hypothetical protein
BDKBJLID_00500	gene			
BDKBJLID_00501	CDS			phage shock protein A, suppressing sigma54-dependent transcription
BDKBJLID_00501	gene			
BDKBJLID_00502	CDS			hypothetical protein
	sig_peptide			putative signal peptide
BDKBJLID_00502	gene			
BDKBJLID_00503	CDS			putative glycosyl transferase
BDKBJLID_00503	gene			
BDKBJLID_00504	CDS			hypothetical protein
BDKBJLID_00504	gene			
BDKBJLID_00505	tRNA			tRNA-Leu(taa)
BDKBJLID_00505	gene			
BDKBJLID_00506	CDS			Site-specific recombinase XerD
BDKBJLID_00506	gene			
BDKBJLID_00507	CDS			hypothetical protein
BDKBJLID_00507	gene			
BDKBJLID_00508	CDS			putative helicase
BDKBJLID_00508	gene			
BDKBJLID_00509	CDS			hypothetical protein
BDKBJLID_00509	gene			
BDKBJLID_00510	CDS			putative nucleic acid-binding protein, contains PIN domain
BDKBJLID_00510	gene			
BDKBJLID_00511	CDS			hypothetical protein
BDKBJLID_00511	gene			
BDKBJLID_00512	CDS			hypothetical protein
BDKBJLID_00512	gene			
BDKBJLID_00513	CDS			hypothetical protein
BDKBJLID_00513	gene			
BDKBJLID_00514	CDS			hypothetical protein
BDKBJLID_00514	gene			
BDKBJLID_00515	CDS			Nucleotidyl transferase AbiEii toxin, Type IV TA system
BDKBJLID_00515	gene			
BDKBJLID_00516	CDS			transposase
BDKBJLID_00516	gene			
BDKBJLID_00517	CDS			hypothetical protein
BDKBJLID_00517	gene			
BDKBJLID_00518	CDS			hypothetical protein
BDKBJLID_00518	gene			
BDKBJLID_00519	CDS			Integrase core domain-containing protein
BDKBJLID_00519	gene			
BDKBJLID_00520	CDS			hypothetical protein
BDKBJLID_00520	gene			
BDKBJLID_00521	CDS			putative addiction module killer protein
BDKBJLID_00521	gene			
BDKBJLID_00522	CDS			putative addiction module antidote protein
BDKBJLID_00522	gene			
BDKBJLID_00523	CDS			conjugal transfer/type IV secretion protein DotA/TraY
BDKBJLID_00523	gene			
BDKBJLID_00524	CDS			hypothetical protein
BDKBJLID_00524	gene			
BDKBJLID_00525	CDS			putative ATPase
BDKBJLID_00525	gene			
BDKBJLID_00526	CDS			hypothetical protein
BDKBJLID_00526	gene			
BDKBJLID_00527	CDS			three-Cys-motif partner protein
BDKBJLID_00527	gene			
BDKBJLID_00528	CDS			protein gp37
BDKBJLID_00528	gene			
BDKBJLID_00529	CDS			hypothetical protein
BDKBJLID_00529	gene			
BDKBJLID_00530	CDS			hypothetical protein
BDKBJLID_00530	gene			
	sig_peptide			putative signal peptide
BDKBJLID_00531	CDS			hypothetical protein
BDKBJLID_00531	gene			
	sig_peptide			putative signal peptide
BDKBJLID_00532	CDS			Glyoxylase, beta-lactamase superfamily II
BDKBJLID_00532	gene			
BDKBJLID_00533	CDS			permease of the major facilitator superfamily protein
BDKBJLID_00533	gene			
BDKBJLID_00534	CDS			hypothetical protein
BDKBJLID_00534	gene			
BDKBJLID_00535	CDS			glycogen debranching protein
BDKBJLID_00535	gene			
BDKBJLID_00536	CDS			glycogen debranching protein
BDKBJLID_00536	gene			
BDKBJLID_00537	CDS			HD domain-containing protein
BDKBJLID_00537	gene			
BDKBJLID_00538	CDS	acoS		lipoate synthase
BDKBJLID_00538	gene	acoS		
BDKBJLID_00539	CDS			phosphoglycerate mutase 1
BDKBJLID_00539	gene			
BDKBJLID_00540	CDS			hypothetical protein
BDKBJLID_00540	gene			
BDKBJLID_00541	CDS			putative membrane protein
BDKBJLID_00541	gene			
BDKBJLID_00542	CDS			hypothetical protein
BDKBJLID_00542	gene			
BDKBJLID_00543	CDS			DEAD/DEAH box helicase domain protein
BDKBJLID_00543	gene			
BDKBJLID_00544	CDS			putative glutamine amidotransferase
BDKBJLID_00544	gene			
BDKBJLID_00545	CDS	murI		glutamate racemase
BDKBJLID_00545	gene	murI		
BDKBJLID_00546	CDS			beta-glucosidase-related glycosidase
BDKBJLID_00546	gene			
BDKBJLID_00547	CDS	rdgB		xanthosine triphosphate pyrophosphatase
BDKBJLID_00547	gene	rdgB		
BDKBJLID_00548	CDS	rph		Rnase
BDKBJLID_00548	gene	rph		
BDKBJLID_00549	CDS			putative phosphohydrolase
BDKBJLID_00549	gene			
BDKBJLID_00550	CDS			ATPase component of ABC transporter with duplicated ATPase domains
BDKBJLID_00550	gene			
BDKBJLID_00551	CDS			small heat shock protein,HSP20
BDKBJLID_00551	gene			
BDKBJLID_00552	CDS		5.4.99.22	23S rRNA synthase
BDKBJLID_00552	gene			
BDKBJLID_00553	CDS			lytic transglycosylase
BDKBJLID_00553	gene			
BDKBJLID_00554	CDS			hypothetical protein
BDKBJLID_00554	gene			
BDKBJLID_00555	CDS			HD superfamily phosphohydrolase
BDKBJLID_00555	gene			
BDKBJLID_00556	misc_RNA			RNaseP_bact_a
BDKBJLID_00556	gene			
BDKBJLID_00557	misc_RNA			RNaseP_arch
BDKBJLID_00557	gene			
BDKBJLID_00558	misc_RNA			RNaseP_bact_b
BDKBJLID_00558	gene			
BDKBJLID_00559	CDS			putative ribonuclease H
BDKBJLID_00559	gene			
BDKBJLID_00560	CDS			Zn-ribbon protein, possibly nucleic acid-binding protein
BDKBJLID_00560	gene			
BDKBJLID_00561	tRNA			tRNA-Met(cat)
BDKBJLID_00561	gene			
BDKBJLID_00562	CDS	rpoD_1		DNA-directed RNA polymerase, sigma70/sigma32 subunit
BDKBJLID_00562	gene	rpoD_1		
BDKBJLID_00563	CDS	rpoD_2		DNA-directed RNA polymerase, sigma70/sigma32 subunit
BDKBJLID_00563	gene	rpoD_2		
BDKBJLID_00564	CDS			DNA primase
BDKBJLID_00564	gene			
BDKBJLID_00565	CDS			glutamyl-tRNA amidotransferase
BDKBJLID_00565	gene			
BDKBJLID_00566	CDS	rpsU		ribosomal protein S21
BDKBJLID_00566	gene	rpsU		
BDKBJLID_00567	CDS			nucleoid DNA-binding protein
BDKBJLID_00567	gene			
BDKBJLID_00568	CDS			histidine triad protein
BDKBJLID_00568	gene			
BDKBJLID_00569	CDS	hisI		phosphoribosyl-AMP cyclohydrolase
BDKBJLID_00569	gene	hisI		
BDKBJLID_00570	CDS	hisF		imidazoleglycerol-phosphate synthase
BDKBJLID_00570	gene	hisF		
BDKBJLID_00571	CDS	hisA		1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase
BDKBJLID_00571	gene	hisA		
BDKBJLID_00572	CDS			imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
